year,female,adult,urban,edu,v01_wt_median,v02_wt_median,v05_wt_median,v06_wt_median,v10_wt_median,v15_wt_median,v16_wt_median,v23_wt_median,v36_wt_median,v41_wt_median,v57_wt_median
1995,0,1,0,3,105.12475,236.60596,50.518272,7.7376642,56.173298,106.79098,25.345953,53.928429,476.457,1984.6222,72.847023
1995,0,1,0,999,88.173622,219.92389,39.02636,7.9169393,40.826649,109.03985,17.175903,49.549595,429.34409,1738.234,51.636078
1995,0,1,1,1,90.977386,181.22496,43.89986,8.3578787,39.801327,154.81766,24.114683,55.113251,474.17966,1799.1161,61.150837
1995,0,1,1,2,112.35988,197.2411,42.131702,7.0805445,59.137867,160.09514,34.098522,61.271,537.19458,2195.3293,94.869316
1995,0,1,1,3,110.91873,185.42009,45.775311,7.1014118,67.031731,165.27287,50.252613,66.700134,622.40662,2581.6296,125.59069
1995,0,1,1,999,106.02636,188.47672,43.974567,7.4344797,56.852684,160.60301,37.439354,61.634434,552.01251,2232.551,97.230934
1995,0,1,999,1,79.100677,189.87633,38.244705,8.4593496,31.567131,126.55347,17.057932,49.811787,432.65741,1698.3036,46.6143
1995,0,1,999,2,102.52278,218.10933,38.575928,7.2391233,51.905083,132.87527,24.440636,55.00457,473.86783,1915.1411,71.66333
1995,0,1,999,3,108.38574,207.7973,47.848816,7.3795657,62.284683,139.70601,39.364025,61.116653,558.60095,2320.6323,102.53244
1995,0,1,999,999,96.412903,205.41061,41.310024,7.6942782,48.222874,132.83693,26.527752,55.126907,485.95718,1966.3679,72.678703
1995,0,999,0,1,69.711197,165.42567,31.375673,8.0909662,24.047943,138.87253,15.071845,46.480434,425.17108,1692.8126,47.463078
1995,0,999,0,2,93.230118,209.54935,33.670097,7.1253223,42.831886,139.7912,19.504965,49.352795,441.05316,1643.9857,65.61525
1995,0,999,0,3,105.41786,213.27599,49.060764,8.7344599,52.900906,131.01201,30.707846,53.031506,500.75153,1927.7844,91.212624
1995,0,999,0,999,86.172035,191.85973,36.282143,7.9053926,37.27264,137.36449,20.244322,48.999821,448.24863,1730.4769,63.930626
1995,0,999,1,1,88.571442,156.54182,39.803955,8.0968447,35.426048,181.49648,27.695658,54.639767,491.07614,1785.5649,73.733871
1995,0,999,1,2,111.01683,177.18118,40.302502,7.0915899,54.989506,187.45255,40.444984,60.551445,556.0144,2079.0278,114.79976
1995,0,999,1,3,111.10258,166.67293,45.144451,8.1248407,63.016327,190.10139,61.001205,65.593842,649.22571,2463.3579,154.08054
1995,0,999,1,999,104.32082,167.31984,41.847172,7.7543316,51.935459,186.5945,43.816559,60.544144,569.16699,2125.5549,116.23717
1995,0,999,999,1,76.531006,162.2133,34.423313,8.093092,28.16223,154.28522,19.636576,49.43082,449.00217,1726.3516,56.962513
1995,0,999,999,2,101.15018,195.13646,36.623371,7.110302,48.24543,161.01384,28.829134,54.339329,492.2431,1837.7012,87.516121
1995,0,999,999,3,108.51466,187.88863,46.927326,8.4023657,58.411362,163.20142,47.210392,59.874939,581.63403,2219.5422,125.46041
1995,0,999,999,999,94.209442,180.99193,38.746681,7.8384929,43.766243,159.16658,30.683569,54.112362,501.79874,1905.4418,87.0952
1995,1,0,0,1,69.788406,132.60898,29.75206,7.5890479,24.938696,153.14279,17.923637,45.231892,444.99155,1819.4099,61.331985
1995,1,0,0,2,99.158836,174.92328,33.977329,6.7275305,42.498306,159.7251,25.085079,48.007,478.52533,1658.0912,89.452179
1995,1,0,0,3,115.98185,179.36423,47.010895,9.9080973,48.995899,148.20909,41.232193,50.503792,560.26971,1906.3052,123.059
1995,1,0,0,999,89.325745,156.59406,34.794426,7.7885098,35.870785,154.30708,25.220219,47.268673,480.44806,1783.7219,83.717407
1995,1,0,1,1,90.172897,126.64816,35.665768,7.6880136,32.739017,196.03539,33.093449,52.936646,525.46332,1830.4729,92.160347
1995,1,0,1,2,118.29263,146.64256,37.984875,6.8792315,48.892208,207.21266,53.321644,58.054157,615.03503,1956.5452,150.74957
1995,1,0,1,3,123.11137,134.3727,43.062729,9.498807,53.051929,207.45166,86.713234,61.876373,739.89447,2319.3074,207.61717
1995,1,0,1,999,110.10474,135.92531,38.769325,7.9749451,44.622749,203.43524,56.764618,57.482601,623.10736,2026.2351,148.29405
1995,1,0,999,1,76.967819,130.50958,31.834866,7.6239038,27.685966,168.24956,23.266441,47.945503,473.33368,1823.3064,72.18972
1995,1,0,999,2,107.28056,162.91895,35.67841,6.7919226,45.212322,179.88214,37.070652,52.271713,536.4696,1784.7759,115.47108
1995,1,0,999,3,119.65919,156.15796,44.974464,9.6969891,51.087963,178.7659,64.690933,56.369671,652.91864,2119.3281,166.67339
1995,1,0,999,999,98.0112,147.95468,36.455902,7.8664384,39.529037,174.84227,38.405533,51.538013,540.07855,1885.0905,110.70995
1995,1,1,0,1,76.399811,195.2283,39.000835,8.5920677,31.629705,97.319199,13.287504,45.851406,410.08249,1712.9379,40.876911
1995,1,1,0,2,103.79162,237.19316,39.541962,7.2843747,48.895298,94.931168,17.203197,49.059254,435.33954,1762.7472,56.353756
1995,1,1,0,3,117.05854,237.68869,52.067066,7.4733839,55.668968,91.500534,27.614952,53.401489,507.92145,2098.1753,78.073433
1995,1,1,0,999,96.431496,220.89006,42.505497,7.8442388,43.853294,94.996315,18.309849,48.90427,443.85275,1828.2855,55.801147
1995,1,1,1,1,97.907219,181.68904,45.442535,8.2533712,42.701607,140.15207,25.229483,54.1343,493.12436,1884.2234,64.812904
1995,1,1,1,2,125.6709,200.6666,42.505993,6.6961341,57.755188,138.24297,36.478756,60.166252,576.8772,2309.8994,100.43548
1995,1,1,1,3,124.5296,190.89937,44.180889,6.5567608,61.636909,137.69954,54.147594,65.216309,668.94061,2700.6233,129.42758
1995,1,1,1,999,117.92828,191.93454,43.919758,7.0525661,55.27961,138.53734,40.281033,60.511806,590.07391,2347.4287,102.15788
1995,1,1,999,1,84.453102,190.15863,41.412884,8.4652452,35.775497,113.35765,17.759089,48.952877,441.17691,1777.0745,49.839565
1995,1,1,999,2,114.08444,220.0097,40.936352,7.0076442,53.06332,115.30666,26.271139,54.284401,501.9241,2020.1479,77.091446
1995,1,1,999,3,121.34283,210.85733,47.544735,6.9477463,59.09129,117.99339,42.830116,60.176708,600.258,2443.6497,107.52251
1995,1,1,999,999,106.55747,207.25069,43.171677,7.4713244,49.235615,115.50614,28.659285,54.371952,512.72961,2072.8257,77.637299
1995,1,999,0,1,73.343079,166.27676,34.724739,8.1283293,28.536171,123.12877,15.430982,45.56498,426.22238,1762.1643,50.334141
1995,1,999,0,2,101.88915,211.62183,37.256828,7.0557051,46.268353,121.53902,20.439919,48.627144,453.07391,1719.7699,69.945732
1995,1,999,0,3,116.64922,215.51546,50.144863,8.3989906,53.132065,113.05945,32.791828,52.299873,527.82275,2025.2319,95.175613
1995,1,999,0,999,93.410683,193.5564,39.227348,7.8205466,40.459755,120.21062,21.247597,48.208939,459.41019,1809.3405,67.668961
1995,1,999,1,1,94.515427,157.55154,41.155056,8.0054407,38.332638,164.65903,28.678131,53.609085,507.30624,1860.6519,76.805794
1995,1,999,1,2,122.96688,180.86761,40.849075,6.7632365,54.507042,163.51932,42.651421,59.3922,590.86145,2180.4006,118.87484
1995,1,999,1,3,124.06577,172.4126,43.815197,7.5189419,58.829235,160.51161,64.798019,64.124001,692.14569,2575.916,154.99908
1995,1,999,1,999,115.00551,171.01021,41.995621,7.3971558,51.298344,162.78239,46.439095,59.380138,602.41479,2227.4348,119.39378
1995,1,999,999,1,81.057259,163.09772,37.067635,8.0835552,32.10553,138.26039,20.257603,48.495861,455.76541,1798.0483,59.97913
1995,1,999,999,2,111.42638,197.70618,38.882244,6.9233685,49.996189,140.53423,30.490164,53.498108,515.41992,1928.1957,92.085136
1995,1,999,999,3,120.75224,191.66986,46.643131,7.9121251,56.283878,139.31117,50.498451,58.841274,618.73029,2329.884,128.27145
1995,1,999,999,999,103.12234,183.4169,40.472301,7.6301394,45.334099,139.35605,32.576748,53.232864,523.72241,1997.3665,90.93071
1995,999,0,0,1,68.366737,132.43958,28.547041,7.6000953,22.943796,162.47133,17.706934,45.748959,444.57336,1785.4827,59.629917
1995,999,0,0,2,95.485252,174.17361,32.505623,6.7567773,40.634094,170.68419,24.545975,48.488052,474.21896,1628.4513,86.881706
1995,999,0,0,3,110.78326,178.52177,46.922958,10.08554,48.440128,158.33781,40.022823,51.100323,548.71008,1872.838,121.07563
1995,999,0,0,999,86.38295,156.12427,33.742264,7.8408542,34.238773,164.35262,24.696749,47.79335,476.43112,1751.2642,81.697289
1995,999,0,1,1,87.854935,126.56439,35.231194,7.7345448,31.388073,205.21704,32.562908,53.512924,518.39789,1799.0587,90.572632
1995,999,0,1,2,113.46829,145.89763,37.67767,6.9970379,48.626461,219.44093,51.910419,58.745552,600.17676,1924.2715,148.61682
1995,999,0,1,3,117.13499,133.11671,43.529995,9.7667942,54.343136,222.13924,83.749153,62.730064,718.91815,2280.7925,207.2464
1995,999,0,1,999,105.79343,135.25327,38.661308,8.1151581,44.474789,215.38542,55.182884,58.187119,609.06799,1992.3975,146.92468
1995,999,0,999,1,75.223396,130.37247,30.898771,7.6473994,25.914803,177.51083,22.933809,48.480606,470.54752,1790.2592,70.516701
1995,999,0,999,2,103.1029,162.19583,34.69651,6.858552,44.019676,191.33765,36.137611,52.833149,527.57495,1753.7614,113.03283
1995,999,0,999,3,114.05412,155.14017,45.175732,9.9213991,51.479916,191.19273,62.539959,57.089127,636.35974,2082.9165,165.44978
1995,999,0,999,999,94.484726,147.41289,35.795433,7.9553466,38.511204,185.65329,37.421413,52.131626,531.79266,1851.9113,108.92267
1995,999,1,0,1,74.242912,195.09561,36.94577,8.5552998,29.160164,103.66741,13.096168,46.275414,409.15277,1675.7214,39.461094
1995,999,1,0,2,98.93737,236.56046,37.532627,7.3296466,47.30526,102.30791,16.695581,49.357025,427.52985,1719.121,54.08971
1995,999,1,0,3,111.12817,237.15063,51.297409,7.6047149,55.919586,99.098946,26.487398,53.663345,492.28552,2041.7462,75.476219
1995,999,1,0,999,92.292084,220.40575,40.761513,7.8806815,42.336132,102.0359,17.741438,49.227753,436.58002,1783.1455,53.713329
1995,999,1,1,1,94.449059,181.45744,44.672699,8.3055229,41.254295,147.47055,24.673168,54.622818,483.67047,1841.7527,62.985443
1995,999,1,1,2,119.12019,198.98082,42.321796,6.885313,58.435642,148.99702,35.307377,60.709927,557.34827,2253.5164,97.69622
1995,999,1,1,3,117.91317,188.23582,44.955963,6.8215237,64.259415,151.10335,52.254192,65.937622,646.31976,2642.7788,127.56242
1995,999,1,1,999,112.0762,190.23438,43.946709,7.2403507,56.053082,149.38687,38.883801,61.063797,571.35944,2290.9443,99.735344
1995,999,1,999,1,81.767372,190.01697,39.823162,8.4622869,33.66383,119.97902,17.407265,49.383858,436.90201,1737.549,48.221199
1995,999,1,999,2,108.33389,219.0645,39.762321,7.1227779,52.487236,124.04498,25.360682,54.642601,487.96945,1967.9196,74.391602
1995,999,1,999,3,114.98364,209.3555,47.693974,7.1596775,60.658566,128.64967,41.128998,60.63802,579.81323,2383.2742,105.07343
1995,999,1,999,999,101.51762,206.33653,42.246803,7.5820889,48.732483,124.11613,27.600332,54.747017,499.42899,2019.9371,75.173851
1995,999,999,0,1,71.499626,165.84477,33.024841,8.1093645,26.258064,131.11989,15.248693,46.029636,425.68875,1726.9631,48.876862
1995,999,999,0,2,97.499268,210.57114,35.438461,7.0909986,44.526161,130.79233,19.965923,48.995026,446.97974,1681.3494,67.750305
1995,999,999,0,3,110.99426,214.38789,49.599022,8.5678988,53.015678,122.09852,31.742548,52.668247,514.19244,1976.1674,93.18026
1995,999,999,0,999,89.744949,192.69719,37.735863,7.8635139,38.845764,128.89755,20.739529,48.609455,453.75787,1769.4031,65.775826
1995,999,999,1,1,91.516113,157.04204,40.473293,8.0515623,36.865982,173.15512,28.182379,54.129158,499.11658,1822.7632,75.255714
1995,999,999,1,2,116.9955,179.02553,40.575954,6.9273133,54.748127,175.47864,41.548874,59.97147,573.44855,2129.7451,116.83854
1995,999,999,1,3,117.64967,169.57176,44.47311,7.8188305,60.90163,175.15703,62.918797,64.851494,670.90253,2520.2056,154.54445
1995,999,999,1,999,109.6688,169.16696,41.921474,7.5755553,51.616566,174.67589,45.129208,59.961525,585.80841,2176.5486,117.81713
1995,999,999,999,1,78.76474,162.64977,35.728306,8.0883846,30.108274,146.37683,19.943056,48.96941,452.33987,1761.7344,58.451233
1995,999,999,999,2,106.25021,196.41179,37.744438,7.0175281,49.114323,150.84991,29.653496,53.921837,503.74564,1882.6132,89.783707
1995,999,999,999,3,114.64809,189.78377,46.784889,8.1566591,57.345078,151.22772,48.858356,59.356869,600.2265,2274.8452,126.86929
1995,999,999,999,999,98.636345,182.19638,39.603771,7.7350068,44.544975,149.327,31.623882,53.675529,512.68793,1951.0994,89.000244
